id,State Name,County Name,number_work_in_county,number_work_out_of_county
0500000US30059,Montana,Meagher County,112,752
0500000US30061,Montana,Mineral County,414,1093
0500000US30063,Montana,Missoula County,2562,54962
0500000US30065,Montana,Musselshell County,547,1361
0500000US30067,Montana,Park County,1435,6233
0500000US30069,Montana,Petroleum County,33,215
0500000US30071,Montana,Phillips County,196,1487
0500000US30073,Montana,Pondera County,556,2093
0500000US30075,Montana,Powder River County,63,885
0500000US30077,Montana,Powell County,658,1924
0500000US30079,Montana,Prairie County,96,444
0500000US30081,Montana,Ravalli County,4375,12350
0500000US30083,Montana,Richland County,658,5070
0500000US30085,Montana,Roosevelt County,299,3202
0500000US30087,Montana,Rosebud County,195,3752
0500000US30089,Montana,Sanders County,497,3410
0500000US30091,Montana,Sheridan County,169,1673
0500000US30093,Montana,Silver Bow County,1455,14629
0500000US30095,Montana,Stillwater County,1585,2748
0500000US30097,Montana,Sweet Grass County,186,1391
0500000US30099,Montana,Teton County,626,2067
0500000US30101,Montana,Toole County,320,1919
0500000US30103,Montana,Treasure County,111,261
0500000US30105,Montana,Valley County,339,3351
0500000US30107,Montana,Wheatland County,130,761
0500000US30109,Montana,Wibaux County,125,327
0500000US30111,Montana,Yellowstone County,3367,74345
0500000US31001,Nebraska,Adams County,2636,12794
0500000US31003,Nebraska,Antelope County,939,2278
0500000US31005,Nebraska,Arthur County,44,142
0500000US31007,Nebraska,Banner County,208,241
0500000US31009,Nebraska,Blaine County,98,181
0500000US31011,Nebraska,Boone County,561,2156
0500000US31013,Nebraska,Box Butte County,198,5287
0500000US31015,Nebraska,Boyd County,186,777
0500000US31017,Nebraska,Brown County,196,1368
0500000US31019,Nebraska,Buffalo County,2799,23998
0500000US31021,Nebraska,Burt County,1199,1805
0500000US31023,Nebraska,Butler County,1715,2479
0500000US31025,Nebraska,Cass County,8507,4419
0500000US31027,Nebraska,Cedar County,1547,2957
0500000US31029,Nebraska,Chase County,194,1810
0500000US31031,Nebraska,Cherry County,183,3056
0500000US31033,Nebraska,Cheyenne County,279,5262
0500000US31035,Nebraska,Clay County,1403,1741
0500000US31037,Nebraska,Colfax County,1599,3387
0500000US31039,Nebraska,Cuming County,1056,3465
0500000US31041,Nebraska,Custer County,714,4879
0500000US31043,Nebraska,Dakota County,4856,5085
0500000US31045,Nebraska,Dawes County,513,4062
0500000US31047,Nebraska,Dawson County,1646,10477
0500000US31049,Nebraska,Deuel County,436,577
0500000US31051,Nebraska,Dixon County,1592,1278
0500000US31053,Nebraska,Dodge County,5032,13007
0500000US31055,Nebraska,Douglas County,36735,236631
0500000US31057,Nebraska,Dundy County,132,784
0500000US31059,Nebraska,Fillmore County,736,2161
0500000US31061,Nebraska,Franklin County,607,950
0500000US31063,Nebraska,Frontier County,363,898
0500000US31065,Nebraska,Furnas County,506,1762
0500000US31067,Nebraska,Gage County,2879,8068
0500000US31069,Nebraska,Garden County,181,757
0500000US31071,Nebraska,Garfield County,126,823
0500000US31073,Nebraska,Gosper County,515,557
0500000US31075,Nebraska,Grant County,75,340
0500000US31077,Nebraska,Greeley County,435,671
0500000US31079,Nebraska,Hall County,2743,27937
0500000US31081,Nebraska,Hamilton County,1770,2882
0500000US31083,Nebraska,Harlan County,670,990
0500000US31085,Nebraska,Hayes County,197,340
0500000US31087,Nebraska,Hitchcock County,574,751
0500000US31089,Nebraska,Holt County,332,5138
0500000US31091,Nebraska,Hooker County,37,291
0500000US31093,Nebraska,Howard County,1723,1481
0500000US31095,Nebraska,Jefferson County,768,2922
0500000US31097,Nebraska,Johnson County,787,1246
0500000US31099,Nebraska,Kearney County,1441,1978
0500000US31101,Nebraska,Keith County,478,3536
0500000US31103,Nebraska,Keya Paha County,101,337
0500000US31105,Nebraska,Kimball County,250,1380
0500000US31107,Nebraska,Knox County,1044,3157
0500000US31109,Nebraska,Lancaster County,9905,149092
0500000US31111,Nebraska,Lincoln County,736,16336
0500000US31113,Nebraska,Logan County,158,285
0500000US31115,Nebraska,Loup County,107,170
0500000US31117,Nebraska,McPherson County,93,124
0500000US31119,Nebraska,Madison County,2542,15825
0500000US31121,Nebraska,Merrick County,1730,2346
0500000US31123,Nebraska,Morrill County,604,1811
0500000US31125,Nebraska,Nance County,683,1072
0500000US31127,Nebraska,Nemaha County,837,2603
0500000US31129,Nebraska,Nuckolls County,669,1538
0500000US31131,Nebraska,Otoe County,2964,5045
0500000US31133,Nebraska,Pawnee County,377,879
0500000US31135,Nebraska,Perkins County,222,1261
0500000US31137,Nebraska,Phelps County,889,3636
0500000US31139,Nebraska,Pierce County,1806,1820
0500000US31141,Nebraska,Platte County,2422,14919
0500000US31143,Nebraska,Polk County,1240,1548
0500000US31145,Nebraska,Red Willow County,313,5296
0500000US31147,Nebraska,Richardson County,1266,2690
0500000US31149,Nebraska,Rock County,179,577
0500000US31151,Nebraska,Saline County,2046,4862
0500000US31153,Nebraska,Sarpy County,53093,36291
0500000US31155,Nebraska,Saunders County,6174,4298
0500000US31157,Nebraska,Scotts Bluff County,1035,16649
0500000US31159,Nebraska,Seward County,3457,4905
0500000US31161,Nebraska,Sheridan County,574,1965
0500000US31163,Nebraska,Sherman County,739,817
0500000US31165,Nebraska,Sioux County,294,368
0500000US31167,Nebraska,Stanton County,2176,919
0500000US31169,Nebraska,Thayer County,368,2080
0500000US31171,Nebraska,Thomas County,55,320
0500000US31173,Nebraska,Thurston County,658,1773
0500000US31175,Nebraska,Valley County,355,1856
0500000US31177,Nebraska,Washington County,5559,5182
0500000US31179,Nebraska,Wayne County,1465,3553
0500000US31181,Nebraska,Webster County,638,1017
0500000US31183,Nebraska,Wheeler County,121,356
0500000US31185,Nebraska,York County,871,6253
0500000US32001,Nevada,Churchill County,1358,8563
0500000US32003,Nevada,Clark County,16178,896293
0500000US32005,Nevada,Douglas County,8069,12011
0500000US32007,Nevada,Elko County,4490,21197
0500000US32009,Nevada,Esmeralda County,77,356
0500000US32011,Nevada,Eureka County,107,746
0500000US32013,Nevada,Humboldt County,899,7312
0500000US32015,Nevada,Lander County,464,2122
0500000US32017,Nevada,Lincoln County,136,1521
0500000US32019,Nevada,Lyon County,10515,9109
0500000US32021,Nevada,Mineral County,143,1676
0500000US32023,Nevada,Nye County,3137,10647
0500000US32027,Nevada,Pershing County,475,1547
0500000US32029,Nevada,Storey County,1356,391
0500000US32031,Nevada,Washoe County,15167,189109
0500000US32033,Nevada,White Pine County,203,3240
0500000US32510,Nevada,Carson City,6179,17086
0500000US33001,New Hampshire,Belknap County,11712,18326
0500000US33003,New Hampshire,Carroll County,5474,16829
0500000US33005,New Hampshire,Cheshire County,8804,30045
0500000US33007,New Hampshire,Coos County,2494,11723
0500000US33009,New Hampshire,Grafton County,8462,35336
0500000US33011,New Hampshire,Hillsborough County,69329,141165
0500000US33013,New Hampshire,Merrimack County,25579,49658
0500000US33015,New Hampshire,Rockingham County,74229,88172
0500000US33017,New Hampshire,Strafford County,26298,37304
0500000US33019,New Hampshire,Sullivan County,9765,11315
0500000US34001,New Jersey,Atlantic County,22974,101877
0500000US34003,New Jersey,Bergen County,199960,250040
0500000US34005,New Jersey,Burlington County,98616,121798
0500000US34007,New Jersey,Camden County,114586,120977
0500000US34009,New Jersey,Cape May County,10047,32285
0500000US34011,New Jersey,Cumberland County,16320,45043
0500000US34013,New Jersey,Essex County,169961,179588
0500000US34015,New Jersey,Gloucester County,75338,63654
0500000US34017,New Jersey,Hudson County,186728,145753
0500000US34019,New Jersey,Hunterdon County,34903,29466
0500000US34021,New Jersey,Mercer County,56424,117316
0500000US34023,New Jersey,Middlesex County,181765,212651
0500000US34025,New Jersey,Monmouth County,116047,184920
0500000US34027,New Jersey,Morris County,106465,146337
0500000US34029,New Jersey,Ocean County,93811,146107
0500000US34031,New Jersey,Passaic County,120465,104792
0500000US34033,New Jersey,Salem County,15131,13589
0500000US34035,New Jersey,Somerset County,89990,77222
0500000US34037,New Jersey,Sussex County,41545,32414
0500000US34039,New Jersey,Union County,141927,119361
0500000US34041,New Jersey,Warren County,30380,21965
0500000US35001,New Mexico,Bernalillo County,20555,285077
0500000US35003,New Mexico,Catron County,101,915
0500000US35005,New Mexico,Chaves County,3304,22585
0500000US35006,New Mexico,Cibola County,1438,7901
0500000US35007,New Mexico,Colfax County,462,4439
0500000US35009,New Mexico,Curry County,1883,20438
0500000US35011,New Mexico,De Baca County,64,507
0500000US35013,New Mexico,Doña Ana County,16534,72553
0500000US35015,New Mexico,Eddy County,977,24487
0500000US35017,New Mexico,Grant County,443,9916
0500000US35019,New Mexico,Guadalupe County,96,1185
0500000US35021,New Mexico,Harding County,42,161
0500000US35023,New Mexico,Hidalgo County,385,1508
0500000US35025,New Mexico,Lea County,1821,27158
0500000US35027,New Mexico,Lincoln County,1151,6595
0500000US35028,New Mexico,Los Alamos County,581,8278
0500000US35029,New Mexico,Luna County,945,7274
0500000US35031,New Mexico,McKinley County,2238,20212
0500000US35033,New Mexico,Mora County,587,579
0500000US35035,New Mexico,Otero County,2444,21541
0500000US35037,New Mexico,Quay County,216,2651
0500000US35039,New Mexico,Rio Arriba County,6225,8850
0500000US35041,New Mexico,Roosevelt County,2207,5965
0500000US35043,New Mexico,Sandoval County,32749,24499
0500000US35045,New Mexico,San Juan County,2806,48217
0500000US35047,New Mexico,San Miguel County,2479,7247
0500000US35049,New Mexico,Santa Fe County,11301,58308
0500000US35051,New Mexico,Sierra County,125,3768
0500000US35053,New Mexico,Socorro County,807,4761
0500000US35055,New Mexico,Taos County,937,13039
0500000US35057,New Mexico,Torrance County,2429,2903
0500000US35059,New Mexico,Union County,182,1499
0500000US35061,New Mexico,Valencia County,12785,14802
0500000US36001,New York,Albany County,30948,121606
0500000US36003,New York,Allegany County,5977,13827
0500000US36005,New York,Bronx County,309295,238666
0500000US36007,New York,Broome County,10142,76697
0500000US36009,New York,Cattaraugus County,10322,23231
0500000US36011,New York,Cayuga County,13439,22604
0500000US36013,New York,Chautauqua County,6555,49679
0500000US36015,New York,Chemung County,8752,28857
0500000US36017,New York,Chenango County,6876,14235
0500000US36019,New York,Clinton County,3332,31318
0500000US36021,New York,Columbia County,11552,17667
0500000US36023,New York,Cortland County,6832,16662
0500000US36025,New York,Delaware County,5794,13527
0500000US36027,New York,Dutchess County,46374,93821
0500000US36029,New York,Erie County,27175,404471
0500000US36031,New York,Essex County,4445,12933
0500000US36033,New York,Franklin County,3674,15860
0500000US36035,New York,Fulton County,9305,14241
0500000US36037,New York,Genesee County,11097,18049
0500000US36039,New York,Greene County,8529,10749
0500000US36041,New York,Hamilton County,716,1093
0500000US36043,New York,Herkimer County,13484,14842
0500000US36045,New York,Jefferson County,2813,51101
0500000US36047,New York,Kings County,567406,574794
0500000US36049,New York,Lewis County,4493,7189
0500000US36051,New York,Livingston County,13541,15916
0500000US36053,New York,Madison County,16068,16374
0500000US36055,New York,Monroe County,21639,331559
0500000US36057,New York,Montgomery County,9105,11808
0500000US36059,New York,Nassau County,276256,377389
0500000US36061,New York,New York County,136535,730763
0500000US36063,New York,Niagara County,38903,59899
0500000US36065,New York,Oneida County,13141,88331
0500000US36067,New York,Onondaga County,15257,201856
0500000US36069,New York,Ontario County,20111,32239
0500000US36071,New York,Orange County,57378,113930
0500000US36073,New York,Orleans County,7308,9482
0500000US36075,New York,Oswego County,19333,31435
0500000US36077,New York,Otsego County,6045,21669
0500000US36079,New York,Putnam County,35503,14805
0500000US36081,New York,Queens County,619606,457148
0500000US36083,New York,Rensselaer County,43766,34632
0500000US36085,New York,Richmond County,99892,106030
0500000US36087,New York,Rockland County,58464,84101
0500000US36089,New York,St. Lawrence County,4545,39158
0500000US36091,New York,Saratoga County,51205,61985
0500000US36093,New York,Schenectady County,33794,38755
0500000US36095,New York,Schoharie County,6076,7666
0500000US36097,New York,Schuyler County,4082,3906
0500000US36099,New York,Seneca County,6751,8368
0500000US36101,New York,Steuben County,10627,31554
0500000US36103,New York,Suffolk County,172983,548434
0500000US36105,New York,Sullivan County,9533,21603
0500000US36107,New York,Tioga County,14107,9377
0500000US36109,New York,Tompkins County,4145,43590
0500000US36111,New York,Ulster County,27571,55761
0500000US36113,New York,Warren County,8443,22718
0500000US36115,New York,Washington County,15270,12709
0500000US36117,New York,Wayne County,20111,22166
0500000US36119,New York,Westchester County,171923,282548
0500000US36121,New York,Wyoming County,8284,9848
0500000US36123,New York,Yates County,4463,6664
0500000US37001,North Carolina,Alamance County,23438,46511
0500000US37003,North Carolina,Alexander County,8383,7362
0500000US37005,North Carolina,Alleghany County,1077,3108
0500000US37007,North Carolina,Anson County,4084,5591
0500000US37009,North Carolina,Ashe County,3574,7875
0500000US37011,North Carolina,Avery County,1909,4830
0500000US37013,North Carolina,Beaufort County,4814,13670
0500000US37015,North Carolina,Bertie County,3167,3938
0500000US37017,North Carolina,Bladen County,5275,7630
0500000US37019,North Carolina,Brunswick County,16508,27644
0500000US37021,North Carolina,Buncombe County,11874,102880
0500000US37023,North Carolina,Burke County,11392,24309
0500000US37025,North Carolina,Cabarrus County,43571,43280
0500000US37027,North Carolina,Caldwell County,12395,20677
0500000US37029,North Carolina,Camden County,3752,773
0500000US37031,North Carolina,Carteret County,7537,22325
0500000US37033,North Carolina,Caswell County,6759,2166
0500000US37035,North Carolina,Catawba County,15525,53280
0500000US37037,North Carolina,Chatham County,17017,11803
0500000US37039,North Carolina,Cherokee County,1963,7317
0500000US37041,North Carolina,Chowan County,2630,2955
0500000US37043,North Carolina,Clay County,2152,1700
0500000US37045,North Carolina,Cleveland County,13077,26688
0500000US37047,North Carolina,Columbus County,6122,14323
0500000US37049,North Carolina,Craven County,8215,37742
0500000US37051,North Carolina,Cumberland County,13371,128564
0500000US37053,North Carolina,Currituck County,7791,4184
0500000US37055,North Carolina,Dare County,1587,16627
0500000US37057,North Carolina,Davidson County,36648,33122
0500000US37059,North Carolina,Davie County,10662,7289
0500000US37061,North Carolina,Duplin County,9857,14484
0500000US37063,North Carolina,Durham County,44498,97552
0500000US37065,North Carolina,Edgecombe County,9866,10840
0500000US37067,North Carolina,Forsyth County,32577,127604
0500000US37069,North Carolina,Franklin County,16307,9803
0500000US37071,North Carolina,Gaston County,37647,51997
0500000US37073,North Carolina,Gates County,3395,1424
0500000US37075,North Carolina,Graham County,836,2089
0500000US37077,North Carolina,Granville County,13337,10372
0500000US37079,North Carolina,Greene County,5065,2770
0500000US37081,North Carolina,Guilford County,35651,196360
0500000US37083,North Carolina,Halifax County,7096,12083
0500000US37085,North Carolina,Harnett County,31342,18545
0500000US37087,North Carolina,Haywood County,7452,16656
0500000US37089,North Carolina,Henderson County,15317,29827
0500000US37091,North Carolina,Hertford County,2797,5695
0500000US37093,North Carolina,Hoke County,13955,5830
0500000US37095,North Carolina,Hyde County,393,1723
0500000US37097,North Carolina,Iredell County,23929,50464
0500000US37099,North Carolina,Jackson County,4300,12751
0500000US37101,North Carolina,Johnston County,41234,38086
0500000US37103,North Carolina,Jones County,2712,1193
0500000US37105,North Carolina,Lee County,7435,17456
0500000US37107,North Carolina,Lenoir County,5558,17864
0500000US37109,North Carolina,Lincoln County,20241,15869
0500000US37111,North Carolina,McDowell County,4645,12383
0500000US37113,North Carolina,Macon County,2294,10839
0500000US37115,North Carolina,Madison County,4398,4293
0500000US37117,North Carolina,Martin County,3613,5317
0500000US37119,North Carolina,Mecklenburg County,64569,427172
0500000US37121,North Carolina,Mitchell County,1653,4203
0500000US37123,North Carolina,Montgomery County,3225,6891
0500000US37125,North Carolina,Moore County,9738,27553
0500000US37127,North Carolina,Nash County,12940,26786
0500000US37129,North Carolina,New Hanover County,10636,91588
0500000US37131,North Carolina,Northampton County,3918,2996
0500000US37133,North Carolina,Onslow County,8455,80641
0500000US37135,North Carolina,Orange County,29531,39013
0500000US37137,North Carolina,Pamlico County,2339,2606
0500000US37139,North Carolina,Pasquotank County,5203,12053
0500000US37141,North Carolina,Pender County,14471,8387
0500000US37143,North Carolina,Perquimans County,3045,1792
0500000US37145,North Carolina,Person County,7274,8964
0500000US37147,North Carolina,Pitt County,12827,66702
0500000US37149,North Carolina,Polk County,4180,3946
0500000US37151,North Carolina,Randolph County,26281,35587
0500000US37153,North Carolina,Richmond County,4675,12040
0500000US37155,North Carolina,Robeson County,13140,33697
0500000US37157,North Carolina,Rockingham County,14701,22236
0500000US37159,North Carolina,Rowan County,19524,36067
0500000US37161,North Carolina,Rutherford County,7537,16955
0500000US37163,North Carolina,Sampson County,9705,16504
0500000US37165,North Carolina,Scotland County,3542,7468
0500000US37167,North Carolina,Stanly County,8751,16849
0500000US37169,North Carolina,Stokes County,12775,6726
0500000US37171,North Carolina,Surry County,8645,20957
0500000US37173,North Carolina,Swain County,1638,3683
0500000US37175,North Carolina,Transylvania County,3806,9466
0500000US37177,North Carolina,Tyrrell County,491,850
0500000US37179,North Carolina,Union County,49491,48569
0500000US37181,North Carolina,Vance County,5823,10980
0500000US37183,North Carolina,Wake County,88562,403532
0500000US37185,North Carolina,Warren County,3927,2849
0500000US37187,North Carolina,Washington County,1680,2666
0500000US37189,North Carolina,Watauga County,2793,20186
0500000US37191,North Carolina,Wayne County,11808,40677
0500000US37193,North Carolina,Wilkes County,6578,19402
0500000US37195,North Carolina,Wilson County,8314,25704
0500000US37197,North Carolina,Yadkin County,8542,6801
0500000US37199,North Carolina,Yancey County,2901,3865
0500000US38001,North Dakota,Adams County,293,974
0500000US38003,North Dakota,Barnes County,907,4870
0500000US38005,North Dakota,Benson County,654,1789
0500000US38007,North Dakota,Billings County,208,351
0500000US38009,North Dakota,Bottineau County,715,2612
0500000US38011,North Dakota,Bowman County,225,1444
0500000US38013,North Dakota,Burke County,360,707
0500000US38015,North Dakota,Burleigh County,6949,41684
0500000US38017,North Dakota,Cass County,9962,82979
0500000US38019,North Dakota,Cavalier County,321,1580
0500000US38021,North Dakota,Dickey County,432,2270
0500000US38023,North Dakota,Divide County,144,1096
0500000US38025,North Dakota,Dunn County,583,1456
0500000US38027,North Dakota,Eddy County,388,813
0500000US38029,North Dakota,Emmons County,220,1320
0500000US38031,North Dakota,Foster County,240,1522
0500000US38033,North Dakota,Golden Valley County,81,856
0500000US38035,North Dakota,Grand Forks County,3825,34339
0500000US38037,North Dakota,Grant County,248,936
0500000US38039,North Dakota,Griggs County,169,1005
0500000US38041,North Dakota,Hettinger County,350,821
0500000US38043,North Dakota,Kidder County,383,945
0500000US38045,North Dakota,LaMoure County,434,1615
0500000US38047,North Dakota,Logan County,220,728
0500000US38049,North Dakota,McHenry County,1331,1489
0500000US38051,North Dakota,McIntosh County,103,1228
0500000US38053,North Dakota,McKenzie County,737,3832
0500000US38055,North Dakota,McLean County,1346,3152
0500000US38057,North Dakota,Mercer County,470,3823
0500000US38059,North Dakota,Morton County,8936,7225
0500000US38061,North Dakota,Mountrail County,641,3879
0500000US38063,North Dakota,Nelson County,421,1082
0500000US38065,North Dakota,Oliver County,326,523
0500000US38067,North Dakota,Pembina County,528,3079
0500000US38069,North Dakota,Pierce County,417,1752
0500000US38071,North Dakota,Ramsey County,750,5289
0500000US38073,North Dakota,Ransom County,729,2098
0500000US38075,North Dakota,Renville County,552,759
0500000US38077,North Dakota,Richland County,2493,6124
0500000US38079,North Dakota,Rolette County,507,4355
0500000US38081,North Dakota,Sargent County,313,1706
0500000US38083,North Dakota,Sheridan County,191,421
0500000US38085,North Dakota,Sioux County,102,1172
0500000US38087,North Dakota,Slope County,127,206
0500000US38089,North Dakota,Stark County,1271,14703
0500000US38091,North Dakota,Steele County,357,658
0500000US38093,North Dakota,Stutsman County,592,10319
0500000US38095,North Dakota,Towner County,170,836
0500000US38097,North Dakota,Traill County,1347,2681
0500000US38099,North Dakota,Walsh County,798,4581
0500000US38101,North Dakota,Ward County,2492,35857
0500000US38103,North Dakota,Wells County,247,1794
0500000US38105,North Dakota,Williams County,693,15210
0500000US39001,Ohio,Adams County,4101,5916
0500000US39003,Ohio,Allen County,8997,37619
0500000US39005,Ohio,Ashland County,9257,14226
0500000US39007,Ohio,Ashtabula County,11849,27895
0500000US39009,Ohio,Athens County,4750,21202
0500000US39011,Ohio,Auglaize County,9705,12677
0500000US39013,Ohio,Belmont County,11697,17287
0500000US39015,Ohio,Brown County,11480,6851
0500000US39017,Ohio,Butler County,75583,97419
0500000US39019,Ohio,Carroll County,7057,5282
0500000US39021,Ohio,Champaign County,9649,8024
0500000US39023,Ohio,Clark County,19887,37879
0500000US39025,Ohio,Clermont County,56545,39529
0500000US39027,Ohio,Clinton County,6594,11400
0500000US39029,Ohio,Columbiana County,21278,24063
0500000US39031,Ohio,Coshocton County,4507,10654
0500000US39033,Ohio,Crawford County,7308,10437
0500000US39035,Ohio,Cuyahoga County,63317,502300
0500000US39037,Ohio,Darke County,8856,14279
0500000US39039,Ohio,Defiance County,6554,11245
0500000US39041,Ohio,Delaware County,56029,37292
0500000US39043,Ohio,Erie County,10790,24153
0500000US39045,Ohio,Fairfield County,38646,29674
0500000US39047,Ohio,Fayette County,4372,7794
0500000US39049,Ohio,Franklin County,62303,541430
0500000US39051,Ohio,Fulton County,9198,11287
0500000US39053,Ohio,Gallia County,3228,7919
0500000US39055,Ohio,Geauga County,26377,19423
0500000US39057,Ohio,Greene County,32482,44588
0500000US39059,Ohio,Guernsey County,4459,11452
0500000US39061,Ohio,Hamilton County,71402,304920
0500000US39063,Ohio,Hancock County,6694,30030
0500000US39065,Ohio,Hardin County,5159,8045
0500000US39067,Ohio,Harrison County,3431,3188
0500000US39069,Ohio,Henry County,6143,7003
0500000US39071,Ohio,Highland County,7790,8797
0500000US39073,Ohio,Hocking County,6140,5815
0500000US39075,Ohio,Holmes County,4093,14540
0500000US39077,Ohio,Huron County,11024,15431
0500000US39079,Ohio,Jackson County,3948,8777
0500000US39081,Ohio,Jefferson County,10158,17262
0500000US39083,Ohio,Knox County,8638,18806
0500000US39085,Ohio,Lake County,46787,68853
0500000US39087,Ohio,Lawrence County,14518,9505
0500000US39089,Ohio,Licking County,34951,44764
0500000US39091,Ohio,Logan County,6865,13210
0500000US39093,Ohio,Lorain County,52709,82851
0500000US39095,Ohio,Lucas County,33977,155314
0500000US39097,Ohio,Madison County,9901,8212
0500000US39099,Ohio,Mahoning County,28166,72664
0500000US39101,Ohio,Marion County,6635,18282
0500000US39103,Ohio,Medina County,47423,39783
0500000US39105,Ohio,Meigs County,5084,3544
0500000US39107,Ohio,Mercer County,6299,13731
0500000US39109,Ohio,Miami County,20185,28424
0500000US39111,Ohio,Monroe County,2499,2916
0500000US39113,Ohio,Montgomery County,52964,180210
0500000US39115,Ohio,Morgan County,2892,2671
0500000US39117,Ohio,Morrow County,10692,5151
0500000US39119,Ohio,Muskingum County,8337,28444
0500000US39121,Ohio,Noble County,2397,2173
0500000US39123,Ohio,Ottawa County,9262,9849
0500000US39125,Ohio,Paulding County,4617,3939
0500000US39127,Ohio,Perry County,8956,5293
0500000US39129,Ohio,Pickaway County,15054,9057
0500000US39131,Ohio,Pike County,3947,5751
0500000US39133,Ohio,Portage County,40382,38280
0500000US39135,Ohio,Preble County,10222,8717
0500000US39137,Ohio,Putnam County,8273,8944
0500000US39139,Ohio,Richland County,9660,40058
0500000US39141,Ohio,Ross County,8553,20783
0500000US39143,Ohio,Sandusky County,8911,18717
0500000US39145,Ohio,Scioto County,6759,20272
0500000US39147,Ohio,Seneca County,10419,14353
0500000US39149,Ohio,Shelby County,6731,16605
0500000US39151,Ohio,Stark County,41963,130386
0500000US39153,Ohio,Summit County,70494,183463
0500000US39155,Ohio,Trumbull County,30651,56050
0500000US39157,Ohio,Tuscarawas County,12148,29744
0500000US39159,Ohio,Union County,11717,13211
0500000US39161,Ohio,Van Wert County,4992,7859
0500000US39163,Ohio,Vinton County,3142,1769
0500000US39165,Ohio,Warren County,61485,42607
0500000US39167,Ohio,Washington County,7567,17951
0500000US39169,Ohio,Wayne County,15731,37731
0500000US39171,Ohio,Williams County,4410,12325
0500000US39173,Ohio,Wood County,28589,34924
0500000US39175,Ohio,Wyandot County,4916,5835
0500000US40001,Oklahoma,Adair County,3125,5080
0500000US40003,Oklahoma,Alfalfa County,711,1419
0500000US40005,Oklahoma,Atoka County,1529,2985
0500000US40007,Oklahoma,Beaver County,912,1633
0500000US40009,Oklahoma,Beckham County,1314,8164
0500000US40011,Oklahoma,Blaine County,792,2407
0500000US40013,Oklahoma,Bryan County,4307,13798
0500000US40015,Oklahoma,Caddo County,3851,7125
0500000US40017,Oklahoma,Canadian County,38241,23429
0500000US40019,Oklahoma,Carter County,2010,18466
0500000US40021,Oklahoma,Cherokee County,5011,14087
0500000US40023,Oklahoma,Choctaw County,1396,3862
0500000US40025,Oklahoma,Cimarron County,221,894
0500000US40027,Oklahoma,Cleveland County,65436,67279
0500000US40029,Oklahoma,Coal County,940,1289
0500000US40031,Oklahoma,Comanche County,2914,54806
0500000US40033,Oklahoma,Cotton County,1276,1302
0500000US40035,Oklahoma,Craig County,1949,3679
0500000US40037,Oklahoma,Creek County,17207,12254
0500000US40039,Oklahoma,Custer County,2281,11660
0500000US40041,Oklahoma,Delaware County,6390,9059
0500000US40043,Oklahoma,Dewey County,646,1385
0500000US40045,Oklahoma,Ellis County,644,1154
0500000US40047,Oklahoma,Garfield County,2262,26216
0500000US40049,Oklahoma,Garvin County,2708,7847
0500000US40051,Oklahoma,Grady County,11590,12298
0500000US40053,Oklahoma,Grant County,795,1265
0500000US40055,Oklahoma,Greer County,1045,1270
0500000US40057,Oklahoma,Harmon County,286,844
0500000US40059,Oklahoma,Harper County,389,1356
0500000US40061,Oklahoma,Haskell County,1439,3043
0500000US40063,Oklahoma,Hughes County,1637,2803
0500000US40065,Oklahoma,Jackson County,1090,10184
0500000US40067,Oklahoma,Jefferson County,1077,1392
0500000US40069,Oklahoma,Johnston County,1678,2299
0500000US40071,Oklahoma,Kay County,2318,16926
0500000US40073,Oklahoma,Kingfisher County,2082,5097
0500000US40075,Oklahoma,Kiowa County,1398,2572
0500000US40077,Oklahoma,Latimer County,1397,2571
0500000US40079,Oklahoma,Le Flore County,6152,11918
0500000US40081,Oklahoma,Lincoln County,7819,6549
0500000US40083,Oklahoma,Logan County,13245,6800
0500000US40085,Oklahoma,Love County,1664,2401
0500000US40087,Oklahoma,McClain County,10492,5969
0500000US40089,Oklahoma,McCurtain County,1821,10169
0500000US40091,Oklahoma,McIntosh County,2791,4079
0500000US40093,Oklahoma,Major County,1194,2275
0500000US40095,Oklahoma,Marshall County,2106,3870
0500000US40097,Oklahoma,Mayes County,5203,11407
0500000US40099,Oklahoma,Murray County,2003,4031
0500000US40101,Oklahoma,Muskogee County,5002,21563
0500000US40103,Oklahoma,Noble County,1841,3207
0500000US40105,Oklahoma,Nowata County,2418,1762
0500000US40107,Oklahoma,Okfuskee County,1727,2112
0500000US40109,Oklahoma,Oklahoma County,29793,321442
0500000US40111,Oklahoma,Okmulgee County,5358,9128
0500000US40113,Oklahoma,Osage County,12255,6746
0500000US40115,Oklahoma,Ottawa County,3545,9113
0500000US40117,Oklahoma,Pawnee County,3594,3171
0500000US40119,Oklahoma,Payne County,4753,31027
0500000US40121,Oklahoma,Pittsburg County,2234,15825
0500000US40123,Oklahoma,Pontotoc County,1493,15654
0500000US40125,Oklahoma,Pottawatomie County,9250,19763
0500000US40127,Oklahoma,Pushmataha County,1439,2451
0500000US40129,Oklahoma,Roger Mills County,638,1043
0500000US40131,Oklahoma,Rogers County,23503,18035
0500000US40133,Oklahoma,Seminole County,3162,6039
0500000US40135,Oklahoma,Sequoyah County,6505,8851
0500000US40137,Oklahoma,Stephens County,3372,15195
0500000US40139,Oklahoma,Texas County,2005,8998
0500000US40141,Oklahoma,Tillman County,898,2124
0500000US40143,Oklahoma,Tulsa County,23254,273929
0500000US40145,Oklahoma,Wagoner County,26543,7431
