id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over
0500000US12097,"Osceola County, Florida",24674,7927,46233,17000,77416,147892,142602,134279,38390,31265,26929,10609
0500000US13059,"Clarke County, Georgia",5614,1311,10081,17772,37243,57167,56127,47467,11453,10295,8231,3613
0500000US13313,"Whitfield County, Georgia",7195,2566,13149,4605,20826,41250,39292,37030,11397,9821,7742,3448
0500000US16019,"Bonneville County, Idaho",9924,2998,17436,4816,22901,42504,40580,38526,11215,10037,8160,3525
0500000US22109,"Terrebonne Parish, Louisiana",8885,1594,14048,4418,21799,45040,43659,42991,12638,11351,9529,3688
0500000US24015,"Cecil County, Maryland",6772,1964,11385,4103,18492,41999,40646,39094,13643,11994,8585,3274
0500000US24037,"St. Mary's County, Maryland",8379,2231,13655,6567,22717,44570,43486,40122,11274,10082,8188,3442
0500000US25001,"Barnstable County, Massachusetts",8824,3146,15969,6432,28513,98623,96261,93839,47225,43005,36929,16431
0500000US25021,"Norfolk County, Massachusetts",40419,13689,72600,31610,137149,304291,293953,280585,92680,83011,68448,32023
0500000US27163,"Washington County, Minnesota",17825,5431,31229,8584,47387,103051,99670,96141,29269,26512,21158,8700
0500000US34033,"Salem County, New Jersey",3590,1124,6163,2166,10758,26309,25625,24983,8841,7938,6355,2912
0500000US34035,"Somerset County, New Jersey",20604,6557,35255,12507,61223,137910,133973,128861,41866,37176,29410,13867
0500000US36081,"Queens County, New York",120081,34628,223411,87552,463409,974706,949918,915668,283299,249289,206387,95667
0500000US36119,"Westchester County, New York",57711,18743,102443,42995,179471,408935,396332,377891,129375,114543,94916,47376
0500000US37109,"Lincoln County, North Carolina",4958,1834,8572,2746,14154,35297,33835,32423,10544,9734,7902,3043
0500000US42003,"Allegheny County, Pennsylvania",60965,19262,111678,54043,237021,530124,518115,495003,180412,160383,133018,63872
0500000US45035,"Dorchester County, South Carolina",10802,3220,18854,6623,32626,66077,63442,60056,17545,14977,12495,4904
0500000US48231,"Hunt County, Texas",6305,1659,10992,5554,17907,38315,37617,34177,11615,10230,8069,3407
0500000US51650,"Hampton city, Virginia",7306,2352,13708,8258,28225,57611,56161,52158,16596,14970,12083,5392
0500000US01077,"Lauderdale County, Alabama",4244,827,7476,5552,17018,39428,39265,36611,13224,11729,10346,4773
0500000US09011,"New London County, Connecticut",14198,4778,25467,11436,46599,110783,107732,103177,35603,31875,26186,12193
0500000US17167,"Sangamon County, Illinois",11729,3507,20451,7915,36557,82308,80076,77239,27200,24354,19816,8716
0500000US21111,"Jefferson County, Kentucky",46100,13892,83566,32461,152460,324467,314604,300435,99592,87548,71639,31799
0500000US21151,"Madison County, Kentucky",5090,1440,9144,8466,21227,38907,38003,34339,9481,8836,7063,2936
0500000US22015,"Bossier Parish, Louisiana",9001,2818,15902,5606,26797,51254,49148,46672,13647,12600,9872,4207
0500000US24009,"Calvert County, Maryland",5622,1980,9676,3613,16392,37764,36106,35311,10387,9106,7245,2906
0500000US26025,"Calhoun County, Michigan",8966,2095,14449,6060,24381,55104,53912,50382,18281,15605,13174,6212
0500000US34025,"Monmouth County, New Jersey",36859,12552,64307,25796,107495,263633,254404,244976,84295,74832,61519,28232
0500000US37119,"Mecklenburg County, North Carolina",70693,20945,126913,50983,249746,454389,440566,419795,100903,88204,71129,28819
0500000US39055,"Geauga County, Ohio",5913,2109,10502,3489,14520,38409,36805,35426,14044,12346,10551,4888
0500000US39119,"Muskingum County, Ohio",5438,1523,9674,3506,15229,35360,34366,32576,11995,10261,8567,3906
0500000US41043,"Linn County, Oregon",7618,2385,13511,5191,24183,52940,51163,49329,16846,15529,13077,5461
0500000US42017,"Bucks County, Pennsylvania",35556,12320,62822,24416,108028,265463,257249,247954,87354,78764,64750,29725
0500000US42095,"Northampton County, Pennsylvania",16664,5653,29400,14430,54979,129087,125432,119070,42514,38846,32675,15628
0500000US45075,"Orangeburg County, South Carolina",5177,1776,9333,4578,16583,37133,36638,33427,12953,11436,9699,4127
0500000US48029,"Bexar County, Texas",138609,41494,249884,98736,428959,783159,755565,712272,191444,166278,136156,57789
0500000US48091,"Comal County, Texas",9155,2855,16209,5907,25964,60298,58382,55695,20509,18407,14023,5023
0500000US48361,"Orange County, Texas",5190,1570,9845,3253,15090,33556,32207,30636,10508,9337,7380,3314
0500000US48497,"Wise County, Texas",4725,1314,8319,3071,13021,N,25861,24065,7265,6691,5145,2070
0500000US53009,"Clallam County, Washington",3822,967,6185,1967,10510,32767,32162,31051,15509,14374,11880,4962
0500000US72021,"Bayamón Municipio, Puerto Rico",8244,2994,14452,7571,32411,77955,75817,72003,28412,25906,22193,11498
0500000US72137,"Toa Baja Municipio, Puerto Rico",4059,1454,6953,3551,15170,34103,32814,31277,10930,10132,8461,3788
0500000US04025,"Yavapai County, Arizona",9982,3709,18033,7709,30645,102855,100949,96549,50179,45724,38705,15756
0500000US13097,"Douglas County, Georgia",10374,3372,18574,6259,30705,60079,57371,54806,13383,11814,9511,3455
0500000US13135,"Gwinnett County, Georgia",70387,22289,122775,41403,195319,367349,352699,331894,78905,66081,52952,19116
0500000US15007,"Kauai County, Hawaii",4012,950,6885,2312,12269,29253,28765,27731,11214,9889,7874,3498
0500000US16027,"Canyon County, Idaho",17584,5100,30604,10184,44070,85812,82096,77253,23709,20733,17504,7289
0500000US18019,"Clark County, Indiana",7741,2120,13083,4234,23409,48865,47438,45917,14977,12879,10644,4218
0500000US19013,"Black Hawk County, Iowa",7563,2054,14074,10047,28437,54607,53203,47101,15897,14797,11642,5379
0500000US21015,"Boone County, Kentucky",8193,2707,15343,5225,26183,52109,50250,47669,13339,11427,9542,3852
0500000US22051,"Jefferson Parish, Louisiana",25798,7382,47198,15791,82893,181404,176882,170387,59377,51084,41979,18379
0500000US23031,"York County, Maine",10639,3257,18599,7158,34712,89022,87467,84334,33005,29288,23670,10206
0500000US24027,"Howard County, Maryland",21967,7118,38385,12306,63207,132020,127220,122842,34852,31088,24857,9875
0500000US24031,"Montgomery County, Maryland",66409,20654,119460,40220,203108,437493,423727,407550,126510,113474,92841,42454
0500000US27053,"Hennepin County, Minnesota",75070,21168,136040,53575,264448,513883,500068,478606,138079,122181,99030,43739
0500000US28067,"Jones County, Mississippi",4512,1670,9010,2566,13872,N,26589,25376,9605,8639,6480,2904
0500000US29510,"St. Louis city, Missouri",15033,4122,28347,13998,69446,130387,127569,122611,34778,30239,24110,10482
0500000US34013,"Essex County, New Jersey",51643,15275,92595,35039,164217,332070,322207,307287,89135,79307,64176,29569
0500000US34021,"Mercer County, New Jersey",21319,7228,38752,21290,74414,154748,150462,140398,43778,38597,32138,14426
0500000US36113,"Warren County, New York",2951,977,5396,2272,10143,27410,26962,25974,10741,10095,7737,3399
0500000US36117,"Wayne County, New York",5216,1654,9434,3211,14379,37075,35840,34728,13021,11320,9314,4274
0500000US37129,"New Hanover County, North Carolina",12177,2857,19496,15666,49335,102405,100757,93512,30934,28501,23496,9516
0500000US39081,"Jefferson County, Ohio",3210,999,5656,3367,11106,28452,27757,26355,10928,10037,8073,3719
0500000US42085,"Mercer County, Pennsylvania",5434,2001,9990,5359,18278,47189,45604,42976,17906,16050,13456,6586
0500000US42111,"Somerset County, Pennsylvania",3590,1182,6370,2384,10783,30021,29149,28176,12094,10659,8999,4480
0500000US51800,"Suffolk city, Virginia",6228,1197,10288,3594,16883,37548,36452,35290,10456,9038,7329,3148
0500000US53033,"King County, Washington",123541,35698,222262,88681,483194,913205,889756,853808,229436,201549,163946,69230
0500000US54033,"Harrison County, West Virginia",3598,1303,6558,3133,12636,28589,27983,26096,10381,9015,7464,3444
0500000US06111,"Ventura County, California",54832,16870,95643,38969,164085,345080,334417,316965,99257,87919,73212,32818
0500000US09005,"Litchfield County, Connecticut",8960,3397,15930,6769,28735,78369,75527,72917,28446,24584,20220,8993
0500000US09007,"Middlesex County, Connecticut",8409,2961,14549,7061,28343,71778,69737,66683,25350,22708,18061,8251
0500000US12023,"Columbia County, Florida",3810,1499,8160,2224,11671,27871,26788,25489,9977,8937,7075,3034
0500000US13047,"Catoosa County, Georgia",3808,984,5504,4149,13106,N,28475,27563,8665,7965,6930,3021
0500000US13247,"Rockdale County, Georgia",6615,1939,10600,3940,18446,38603,37232,34985,10591,9143,7310,2668
0500000US13297,"Walton County, Georgia",6356,2254,11659,4383,19335,38278,36917,34426,10745,9471,7660,3407
0500000US16005,"Bannock County, Idaho",6786,2038,11411,4203,18432,33138,32208,30501,8408,7374,6436,2781
0500000US24003,"Anne Arundel County, Maryland",35083,10380,62938,22051,111301,234451,227549,219890,65809,57122,47220,19833
0500000US28033,"DeSoto County, Mississippi",13043,3990,22478,7882,37980,74481,71579,67800,19527,16398,12931,5494
0500000US29097,"Jasper County, Missouri",8664,2110,14334,4980,23693,48417,47242,45039,13800,12711,10730,4872
0500000US30029,"Flathead County, Montana",6121,1927,10802,3152,17542,41762,40248,39198,14458,12622,10309,4009
0500000US35001,"Bernalillo County, New Mexico",41244,12363,71749,30041,135702,281959,273702,260296,84473,74226,62150,26196
0500000US36005,"Bronx County, New York",95634,28245,174701,71070,315142,603526,583480,554569,153838,136990,111221,52579
0500000US37019,"Brunswick County, North Carolina",5229,2231,10318,4065,18521,62680,61106,60173,31082,28746,22538,7663
0500000US37021,"Buncombe County, North Carolina",13693,4066,23748,10209,49233,114641,111580,107979,39168,36136,29225,12837
0500000US37127,"Nash County, North Carolina",6245,1752,9437,3456,16683,39813,38690,37519,14057,11554,9934,4196
0500000US37193,"Wilkes County, North Carolina",3857,1102,7129,2236,10895,29179,28168,27328,11581,10871,8337,3776
0500000US39035,"Cuyahoga County, Ohio",69577,22476,126565,54138,240722,539710,524142,502388,177989,157824,131096,62602
0500000US39061,"Hamilton County, Ohio",50638,15956,92322,37467,166739,341600,330156,314511,98822,87502,71888,32719
0500000US39165,"Warren County, Ohio",15476,5420,27476,8662,41636,91118,87430,82746,24786,21938,18666,7815
0500000US40017,"Canadian County, Oklahoma",11179,3032,18923,5605,29707,56842,54732,52026,14786,13054,10747,4286
0500000US42029,"Chester County, Pennsylvania",33263,10483,57956,23123,95702,213160,206471,195331,64594,57994,46954,20673
0500000US42077,"Lehigh County, Pennsylvania",23201,6667,40189,16836,70539,151742,147611,140719,47716,42886,35091,16764
0500000US45063,"Lexington County, South Carolina",19224,5991,33962,10548,57022,122210,118253,112998,37089,32261,26187,10633
0500000US47119,"Maury County, Tennessee",6185,1332,10271,2937,17798,N,37913,36318,11096,9416,7915,3415
0500000US47189,"Wilson County, Tennessee",8955,2791,15724,4817,26480,57415,55701,54028,17614,14396,12197,4795
0500000US48203,"Harrison County, Texas",4700,2053,8555,3452,13494,27493,25938,23855,8411,7702,6118,2624
0500000US51041,"Chesterfield County, Virginia",22791,7383,39311,15793,69452,146254,140590,133260,40497,35841,28788,11085
0500000US55131,"Washington County, Wisconsin",8410,2721,15048,4924,22999,55224,53555,52017,18294,16520,13209,6067
0500000US09003,"Hartford County, Connecticut",51653,16909,91767,38971,169548,378891,366564,349415,119393,106381,87506,41810
0500000US12033,"Escambia County, Florida",18185,4827,31371,16130,60919,129981,127166,120914,41355,36572,29786,13164
