id,Geographic Area Name,total_households,smartphone_households,smartphone_ownership
0500000US18057,"Hamilton County, Indiana",122876,115914,0.9433412545981315
0500000US19153,"Polk County, Iowa",189546,164270,0.8666497842212445
0500000US20209,"Wyandotte County, Kansas",60708,50541,0.8325261909468274
0500000US22045,"Iberia Parish, Louisiana",25386,20003,0.7879539903884031
0500000US22103,"St. Tammany Parish, Louisiana",93589,80923,0.8646635822585987
0500000US24001,"Allegany County, Maryland",27190,20146,0.7409341669731518
0500000US25005,"Bristol County, Massachusetts",215132,172821,0.8033254002194001
0500000US26021,"Berrien County, Michigan",64783,52159,0.8051340629486131
0500000US26093,"Livingston County, Michigan",72676,64317,0.884982662777258
0500000US26103,"Marquette County, Michigan",26328,19589,0.7440367669401398
0500000US29019,"Boone County, Missouri",72217,64795,0.8972264148330725
0500000US34031,"Passaic County, New Jersey",169521,148441,0.8756496245302942
0500000US35043,"Sandoval County, New Mexico",53996,43618,0.8078005778205793
0500000US36093,"Schenectady County, New York",55262,44053,0.7971662263399805
0500000US37031,"Carteret County, North Carolina",28720,24268,0.8449860724233983
0500000US37155,"Robeson County, North Carolina",46026,35361,0.768283144309738
0500000US39133,"Portage County, Ohio",60801,49989,0.8221739774016875
0500000US41047,"Marion County, Oregon",119511,103030,0.8620963760658015
0500000US42027,"Centre County, Pennsylvania",58514,48064,0.8214102607922891
0500000US42125,"Washington County, Pennsylvania",85835,67903,0.7910875516980252
0500000US45059,"Laurens County, South Carolina",25423,19426,0.7641112378554852
0500000US47001,"Anderson County, Tennessee",29505,24123,0.8175902389425521
0500000US51085,"Hanover County, Virginia",39929,34512,0.8643341931929174
0500000US53035,"Kitsap County, Washington",105411,92720,0.8796045953458368
0500000US55055,"Jefferson County, Wisconsin",33180,27523,0.8295057263411694
0500000US55087,"Outagamie County, Wisconsin",74603,61994,0.8309853491146468
0500000US01049,"DeKalb County, Alabama",26462,20442,0.7725039679540473
0500000US06007,"Butte County, California",88636,73977,0.8346157317568482
0500000US06017,"El Dorado County, California",72774,62886,0.8641272982108995
0500000US06025,"Imperial County, California",41764,35797,0.8571257542380998
0500000US06029,"Kern County, California",273167,236365,0.8652765524386181
0500000US06041,"Marin County, California",104954,94535,0.9007279379537703
