id,Geographic Area Name,Population 16 years and over,16 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 years and over,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino origin (of any race),"White alone, not Hispanic or Latino",Population 20 to 64 years,Male,Female,With own children under 18 years,With own children under 6 years only,With own children under 6 years and 6 to 17 years,With own children 6 to 17 years only,Below poverty level,At or above the poverty level,With any disability,Population 25 to 64 years,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher
0500000US17179,"Tazewell County, Illinois",105975,6007,7022,8060,8274,16608,16602,8476,9668,14100,11158,101707,N,N,N,N,N,N,N,100042,74710,37401,37309,14078,3596,2216,8266,6679,66807,6890,67688,3351,20684,24485,19168
0500000US18053,"Grant County, Indiana",54145,3994,5963,3712,3031,7229,8191,4988,4504,6658,5875,48600,N,N,N,N,N,N,N,47102,37618,18297,19321,6862,1853,1328,3681,6661,27123,8057,31655,3780,11593,11053,5229
0500000US18081,"Johnson County, Indiana",120858,7390,10314,9721,10792,20291,20999,9790,8841,13445,9275,112137,N,N,N,N,N,N,N,108971,90748,44246,46502,18779,4023,2724,12032,5526,84373,9149,80434,5298,24106,23866,27164
0500000US19103,"Johnson County, Iowa",123730,10394,24998,12194,9793,19291,14530,6887,8072,10545,7026,102881,N,N,N,N,N,N,N,98630,95765,47783,47982,15866,6266,2831,6769,17434,76467,5135,70767,2694,7608,20443,40022
0500000US26099,"Macomb County, Michigan",713650,40746,53532,63578,53748,105190,122624,63815,61410,85055,63952,586532,79452,N,29041,N,N,N,16748,573608,523897,258241,265656,91235,21878,18750,50607,48758,472419,64525,470365,43225,121538,175841,129761
0500000US27131,"Rice County, Minnesota",53662,6062,5692,3270,3991,7875,7875,4552,4048,5870,4427,46763,N,N,N,N,N,N,N,45326,37303,20025,17278,5805,1179,1334,3292,2791,30087,2804,31611,2922,9905,10471,8313
0500000US29051,"Cole County, Missouri",N,N,N,N,N,N,N,N,N,N,N,52536,N,N,N,N,N,N,N,51203,N,N,N,8393,2181,1878,4334,N,N,N,40132,2656,10629,12422,14425
0500000US29071,"Franklin County, Missouri",83035,5238,5666,7135,6009,11610,13917,8194,7318,10318,7630,80721,N,N,N,N,N,N,N,79401,59849,30653,29196,10332,3174,1639,5519,4632,54629,7652,54183,5108,16940,21223,10912
0500000US33017,"Strafford County, New Hampshire",108422,10710,12659,8889,7944,14463,16634,9402,8539,11333,7849,101161,N,N,N,N,N,N,N,99333,78530,39773,38757,10214,2537,1462,6215,7334,67182,10438,65871,3838,18921,18664,24448
0500000US36067,"Onondaga County, New York",375891,28123,32733,30377,30461,51934,58434,31972,32990,44565,34302,308521,40916,N,13225,N,N,N,16152,298798,268901,130992,137909,44721,12826,8827,23068,32303,230256,29933,236168,20784,56091,70072,89221
0500000US36069,"Ontario County, New York",89843,4831,7042,6035,6079,12076,15508,8104,8523,12678,8967,83700,N,N,N,N,N,N,N,81942,63367,31334,32033,10322,2156,2268,5898,5113,57118,6348,56325,2674,12606,18239,22806
0500000US37069,"Franklin County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,36505,N,N,N,N,N,N,N,35238,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
0500000US37161,"Rutherford County, North Carolina",55558,4380,3425,3213,3777,7328,8748,4380,6249,8191,5867,47475,N,N,N,N,N,N,N,46687,37120,17524,19596,5536,1104,1295,3137,6920,29703,5533,33695,4492,8696,14469,6038
0500000US39169,"Wayne County, Ohio",91122,6646,7764,7013,6606,12469,13762,8253,8345,11401,8863,86972,N,N,N,N,N,N,N,85757,64212,32217,31995,10532,2298,2273,5961,4764,56977,7050,56448,6049,22710,14329,13360
0500000US41019,"Douglas County, Oregon",92283,5617,4930,6115,5779,11727,12987,8205,8999,16235,11689,85253,N,N,N,N,N,N,N,81828,58742,29149,29593,8098,1736,1876,4486,9016,49431,9228,53812,5109,18663,18860,11180
0500000US42055,"Franklin County, Pennsylvania",124906,8420,7580,9846,10068,18472,19929,10219,10429,16513,13430,116731,N,N,N,N,N,N,N,112371,86543,42876,43667,16127,4161,3037,8929,8390,77803,12216,78963,9311,32820,20171,16661
0500000US42133,"York County, Pennsylvania",361664,23811,25909,26620,27934,53971,61573,31323,32385,45351,32787,322983,17774,N,N,N,N,N,23496,307910,259715,129687,130028,45361,9934,9128,26299,20479,235276,28977,233806,18274,87128,64947,63457
0500000US44007,"Providence County, Rhode Island",522947,38397,46738,51219,46243,78855,81505,40724,41883,54020,43363,396284,47683,N,N,N,39215,N,107503,333936,387167,191310,195857,58411,12035,12345,34031,56645,321457,53138,340429,36934,105818,95630,102047
0500000US45013,"Beaufort County, South Carolina",157704,9641,12727,10023,10253,19864,17880,13637,12144,30321,21214,120981,25350,N,N,N,N,N,N,112969,96528,46235,50293,16778,4324,3546,8908,9176,84602,10491,83801,7821,20406,23322,32252
0500000US47125,"Montgomery County, Tennessee",156335,11209,17345,21608,17356,26979,23224,10474,9559,10473,8108,110813,31425,N,N,N,N,N,N,100661,126545,62957,63588,28229,7359,6436,14434,15017,109095,20545,109200,4888,29114,41339,33859
0500000US47165,"Sumner County, Tennessee",147772,8694,9746,12052,10824,24774,26917,13642,11744,17579,11800,129116,N,N,N,N,N,N,N,126538,109699,54026,55673,21041,4549,3442,13050,8232,100735,14381,99953,9938,29263,33749,27003
0500000US48251,"Johnson County, Texas",132376,9627,10153,10852,9970,23214,23012,13082,8793,14267,9406,120483,N,N,N,N,N,N,26108,97858,99076,49887,49189,20342,4875,5868,9599,9369,88003,8016,88923,13431,32106,27961,15425
0500000US48309,"McLennan County, Texas",199014,17660,26264,17841,16019,30179,25985,14155,14329,21315,15267,160327,28480,N,N,N,N,N,46765,117996,144772,70706,74066,26460,5685,6704,14071,28333,112871,17144,118508,17723,30279,41677,28829
0500000US48397,"Rockwall County, Texas",76544,5103,4659,5404,6218,17706,13464,6861,4847,7624,4658,65151,N,N,N,N,N,N,N,55373,59159,28479,30680,13482,2344,2712,8426,2981,55903,2849,54500,2837,10137,18625,22901
0500000US48409,"San Patricio County, Texas",51109,3778,5036,3391,4518,8569,7780,4252,3750,6051,3984,47552,N,N,N,N,N,N,28355,20753,37296,18924,18372,7305,951,2646,3708,5420,31335,4967,32260,4944,10813,11145,5358
0500000US49049,"Utah County, Utah",436007,47884,78557,51283,37473,79771,51427,21585,19961,28779,19287,399136,N,N,N,N,N,N,48753,361736,340057,172503,167554,78541,19078,23283,36180,35111,295602,25692,261500,14437,41503,95389,110171
0500000US51179,"Stafford County, Virginia",115104,8452,10612,9483,10268,21521,21531,10371,7460,10389,5017,77531,20470,N,N,N,N,N,14271,71981,91246,46386,44860,18631,4094,4959,9578,4892,83433,6317,80634,5165,19164,21536,34769
0500000US51510,"Alexandria city, Virginia",133272,5431,7056,14956,18481,31188,20085,8299,8181,11544,8051,85126,30740,N,N,N,N,N,N,71844,108246,51180,57066,15032,4973,2900,7159,8734,98805,5300,101190,5856,10312,19267,65755
0500000US53077,"Yakima County, Washington",184095,14366,17070,17543,15932,29856,27382,14041,13576,20408,13921,141764,N,7283,N,N,25270,N,80553,89954,135400,67904,67496,29984,5929,7753,16302,20354,113135,16573,118330,33351,33713,33584,17682
0500000US72025,"Caguas Municipio, Puerto Rico",105333,7119,8306,8396,7163,15858,16801,8226,7945,13580,11939,82891,9347,N,N,N,N,N,104082,N,72695,34002,38693,11441,1813,1135,8493,23866,48609,15184,64389,6588,15655,17409,24737
0500000US01089,"Madison County, Alabama",296893,20545,23676,26964,24864,45578,48567,30309,20725,32318,23347,203756,70182,N,N,N,N,9673,N,197531,220683,109250,111433,39527,9565,6671,23291,24653,190563,25566,197007,13321,37173,57059,89454
0500000US06087,"Santa Cruz County, California",227759,20281,26705,17854,15843,31830,33369,18002,18526,29453,15896,169125,N,N,12064,N,32286,N,67861,137979,162129,80964,81165,24035,4693,4737,14605,19043,138982,17856,135424,19305,21336,42957,51826
0500000US12085,"Martin County, Florida",137168,6184,6353,7906,8207,13865,19665,12159,12410,24414,26005,120036,N,N,N,N,N,N,N,110878,80565,39791,40774,N,N,N,N,7467,70963,9037,74212,7889,16998,24065,25260
0500000US15003,"Honolulu County, Hawaii",792616,41961,69267,77433,70413,126401,116666,57222,59641,94410,79202,168933,21409,N,362555,74265,7700,156076,64704,150281,577043,297629,279414,96617,22476,21081,53060,40254,517199,39912,507776,28550,128309,164720,186197
0500000US16055,"Kootenai County, Idaho",128401,6770,9039,10722,10910,19145,19346,11718,10198,18143,12410,121082,N,N,N,N,N,N,N,117546,91078,45273,45805,16114,3028,3975,9111,9416,81279,9052,82039,6594,24211,31180,20054
0500000US17113,"McLean County, Illinois",140259,13057,21822,11007,10887,21787,18911,10417,9643,13243,9485,118947,10827,N,N,N,N,N,N,113892,104474,51177,53297,16811,4767,2868,9176,19665,81073,6720,82652,2951,17280,22672,39749
0500000US17161,"Rock Island County, Illinois",115382,8288,8543,8753,7506,18146,17364,10630,9243,14839,12070,95029,10278,N,N,N,N,N,N,86359,80185,39900,40285,14666,2374,4142,8150,9958,68129,7745,71642,8485,18183,26894,18080
0500000US18157,"Tippecanoe County, Indiana",158193,18920,32762,14768,11606,20344,18977,9439,8985,13232,9160,130036,N,N,N,N,N,N,N,121795,116881,60582,56299,16765,3288,4267,9210,24766,87037,9412,84119,6002,19278,24684,34155
0500000US18177,"Wayne County, Indiana",52822,3197,4328,4179,4202,7385,8075,4408,4603,6850,5595,48356,N,N,N,N,N,N,N,47503,37180,18032,19148,6778,1395,1631,3752,5186,30810,5809,32852,3703,11090,12107,5952
0500000US19193,"Woodbury County, Iowa",77995,5169,5776,6877,6629,13360,11299,6268,6818,9056,6743,69052,N,N,N,N,N,N,N,59805,57027,28838,28189,11353,2070,3275,6008,6474,49356,6585,51251,5724,16008,17798,11721
0500000US21145,"McCracken County, Kentucky",52815,2804,3694,3810,3578,7793,8473,4496,4777,7005,6385,45531,N,N,N,N,N,N,N,44531,36621,17988,18633,N,N,N,N,4533,31369,4894,32927,1886,9105,12127,9809
0500000US22073,"Ouachita Parish, Louisiana",119885,9255,9891,11830,10528,18717,17860,8359,10593,13420,9432,73554,42562,N,N,N,N,N,N,73123,87778,42291,45487,15535,4365,2835,8335,15359,67147,9165,77887,7692,25834,26663,17698
0500000US23001,"Androscoggin County, Maine",87765,5062,6828,6793,6727,12595,14704,8369,7395,11373,7919,81327,N,N,N,N,N,N,N,80388,63411,31345,32066,N,N,N,N,6905,55434,11038,56583,4357,17831,22090,12305
0500000US27037,"Dakota County, Minnesota",333545,21387,24111,26255,29327,58839,54821,34099,25473,35378,23855,280909,N,N,16731,N,N,N,20802,269109,252925,124638,128287,49096,13224,9545,26327,13842,238797,19932,228814,11065,40143,72682,104924
0500000US27123,"Ramsey County, Minnesota",434529,27129,39359,47681,44221,68688,61123,34105,32803,46131,33289,304719,45912,2994,58123,N,N,13503,27934,288264,327980,161628,166352,55484,14355,13204,27925,42796,281396,31809,288621,26394,53109,81760,127358
0500000US36015,"Chemung County, New York",68809,4207,4974,5016,4773,9483,10979,7197,5567,9519,7094,61535,N,N,N,N,N,N,N,60180,47989,23746,24243,7224,1288,1500,4436,5143,40477,5721,43015,4228,15468,14250,9069
0500000US42097,"Northumberland County, Pennsylvania",75526,3831,4645,5474,5625,10779,11952,6685,6888,10918,8729,71388,N,N,N,N,N,N,N,70409,52048,27668,24380,7810,1676,2038,4096,5395,43889,6898,47403,4482,21224,13314,8383
0500000US46103,"Pennington County, South Dakota",89612,5959,6274,8103,7400,12316,13023,7112,8951,12496,7978,76234,N,N,N,N,N,N,N,74133,63179,31398,31781,10208,2570,2108,5530,7640,54297,9498,56905,3240,17692,17052,18921
0500000US48037,"Bowie County, Texas",73446,3379,5832,6730,6228,13662,10545,5500,6258,8901,6411,51555,17985,N,N,N,N,N,N,48160,54755,28364,26391,10331,2102,1983,6246,9249,40800,5625,48923,4513,16258,17527,10625
0500000US48141,"El Paso County, Texas",639198,52197,69120,68137,58294,104442,96283,44619,43052,58474,44580,499227,20700,N,8891,N,91645,15178,523461,80211,483947,241864,242083,93550,19450,19978,54122,76092,397515,49519,414827,67890,97151,143200,106586
0500000US49053,"Washington County, Utah",132037,9400,10206,10391,10121,20591,15568,9341,9124,20852,16443,122332,N,N,N,N,N,N,12275,113346,85342,41529,43813,20178,4790,6012,9376,8932,75596,7519,75136,5626,15520,31237,22753
0500000US51003,"Albemarle County, Virginia",89333,7656,7803,7514,7510,12124,12160,6336,7266,11638,9326,74114,N,N,N,N,N,N,N,69760,60713,28564,32149,10771,2849,1530,6392,5710,51245,3124,52910,3741,7716,10577,30876
0500000US51680,"Lynchburg city, Virginia",67335,6674,15507,6343,5005,6402,7152,3457,4889,5911,5995,45422,18185,N,N,N,N,N,N,43716,48755,23869,24886,6310,1386,1384,3540,10367,33628,6416,33248,2219,8271,9879,12879
0500000US53063,"Spokane County, Washington",413452,27604,33341,40611,36519,64847,60019,36577,30432,50548,32954,366154,N,N,10350,N,N,N,21498,355507,302346,151167,151179,54102,11630,11434,31038,39948,256507,40861,269005,18879,55537,109457,85132
0500000US55097,"Portage County, Wisconsin",58599,4844,7799,4553,3842,7944,8289,5243,4419,6826,4840,54799,N,N,N,N,N,N,N,53958,42089,21299,20790,7297,2223,1093,3981,5832,35497,3570,34290,1931,10060,10294,12005
0500000US01043,"Cullman County, Alabama",66680,3861,4500,5424,4850,10131,10843,5407,6123,9116,6425,63420,N,N,N,N,N,N,N,61774,47278,23509,23769,8797,1521,1401,5875,6190,40333,9334,42778,7523,11503,18551,5201
0500000US06037,"Los Angeles County, California",8162030,503844,701010,856123,783915,1381122,1348569,637656,573832,785211,590748,4242177,669820,62144,1287910,22723,1584336,292920,3719761,2294979,6282227,3134634,3147593,974367,208591,192639,573137,756027,5466631,450226,5581217,1056681,1162377,1500003,1862156
0500000US06061,"Placer County, California",317755,20578,20967,21021,21292,50977,52876,26922,26373,43316,33433,264888,N,N,25272,N,N,N,40221,235509,220428,108256,112172,39414,7172,8042,24200,15261,203874,14696,199461,9272,34602,70839,84748
0500000US09013,"Tolland County, Connecticut",128217,13028,16266,8307,11225,15488,19081,10543,9998,14080,10201,114065,N,N,N,N,N,N,N,109636,90908,45290,45618,14535,4371,1400,8764,8584,75173,6104,74642,3157,18321,18526,34638
0500000US10005,"Sussex County, Delaware",192504,8688,11299,11666,10546,22785,26156,16745,20768,39496,24355,162812,20807,N,N,N,N,N,N,152090,119965,58369,61596,19145,3635,3102,12408,14557,103875,14205,108666,12323,37173,31289,27881
0500000US13031,"Bulloch County, Georgia",63454,9676,11927,4976,4344,7846,8365,3360,4415,5174,3371,42167,16724,N,N,N,N,N,N,41000,45233,23365,21868,N,N,N,N,10582,31343,6961,33306,4348,8307,11314,9337
0500000US13115,"Floyd County, Georgia",78167,6046,6592,7117,6320,11392,12109,5711,6347,9158,7375,63613,N,N,N,N,N,N,N,57937,55588,26904,28684,8911,2116,1808,4987,10111,43607,6655,48996,8717,18555,13474,8250
0500000US13217,"Newton County, Georgia",83731,7814,7663,5626,4362,15980,15316,6205,6386,8976,5403,42223,37576,N,N,N,N,N,N,40051,61538,27854,33684,11929,2872,2379,6678,10101,50817,8538,53875,5550,19605,15918,12802
0500000US17031,"Cook County, Illinois",4176128,247053,334239,435500,411333,701865,648939,325891,313367,432528,325413,2438124,959318,N,330372,N,347681,86715,966002,1859649,3171134,1560358,1610776,519611,125597,102091,291923,381858,2754790,247271,2836895,305122,623725,718128,1189920
0500000US21047,"Christian County, Kentucky",53933,3859,9714,7509,4485,6894,6205,2714,3683,4930,3940,38982,11244,N,N,N,N,N,N,36527,41204,22474,18730,8520,2987,2252,3281,5826,29503,5417,31490,3192,10156,12143,5999
0500000US25011,"Franklin County, Massachusetts",59819,2746,3401,4143,4323,8267,9078,5090,7347,9668,5756,56090,N,N,N,N,N,N,N,55133,41649,20320,21329,5726,1469,643,3614,4224,37015,6064,38248,2900,9110,11212,15026
0500000US25013,"Hampden County, Massachusetts",381901,27200,34475,32296,30008,54524,60248,33567,30818,44824,33941,318330,33646,N,N,N,12865,N,87523,250397,275936,133969,141967,48660,13641,8538,26481,40039,230146,36970,241461,33748,68348,69536,69829
0500000US26155,"Shiawassee County, Michigan",55620,3640,3974,4089,3671,7629,9678,5305,5037,7516,5081,53595,N,N,N,N,N,N,N,52725,39383,19590,19793,6365,1074,1473,3818,4228,34984,4744,35409,2828,10265,15511,6805
0500000US29047,"Clay County, Missouri",194578,13409,14102,17528,18357,33132,32660,15513,15036,21151,13690,168740,N,N,N,N,N,N,N,160693,146328,71860,74468,27298,6219,4364,16715,10024,135055,15901,132226,9888,32242,42803,47293
0500000US30063,"Missoula County, Montana",98913,6509,11310,10759,8838,15362,13362,7190,7326,11313,6944,90482,N,N,N,N,N,N,N,88148,74147,36748,37399,12121,3664,2017,6440,9872,63459,6658,62837,2158,11660,23236,25783
0500000US30111,"Yellowstone County, Montana",126633,7577,9693,10874,10814,19937,18952,10636,10987,15657,11506,115596,N,N,N,N,N,N,N,112200,91893,45842,46051,16739,2889,3806,10044,9999,80611,9535,82200,2639,22253,28464,28844
0500000US36045,"Jefferson County, New York",87104,4887,11377,10237,7835,12942,12009,5976,6383,9065,6393,75321,N,N,N,N,N,N,N,72209,66759,36518,30241,11488,3366,2899,5223,7215,54953,8886,55382,3891,17334,21274,12883
0500000US39063,"Hancock County, Ohio",61500,4498,4421,5607,4789,9019,9796,5843,4698,7220,5609,56602,N,N,N,N,N,N,N,55099,44173,22906,21267,8510,2056,1521,4933,4089,39548,3873,39752,2694,13351,12847,10860
0500000US39151,"Stark County, Ohio",300641,18230,22005,23121,20597,43261,47272,28475,25618,40575,31487,266941,20347,N,N,N,N,N,N,264156,210349,103646,106703,36072,8059,7354,20659,26489,181001,21851,188344,11659,65453,65245,45987
0500000US42005,"Armstrong County, Pennsylvania",54449,2874,3370,3450,3379,7188,9115,5445,5351,7953,6324,53178,N,N,N,N,N,N,N,52881,37298,19238,18060,5929,1330,1020,3579,3014,34051,5728,33928,2286,14366,9251,8025
0500000US48139,"Ellis County, Texas",137246,10260,11815,11342,11138,24181,23735,13063,8952,13642,9118,113323,N,N,N,N,N,N,32733,86301,104226,51403,52823,22493,4319,4186,13988,6080,97395,9615,92411,10004,25658,32294,24455
0500000US48201,"Harris County, Texas",3575799,250157,313976,382535,373395,671372,585649,258393,245908,309174,185240,2186778,687715,N,274940,N,338226,69774,1433458,1130626,2831228,1415012,1416216,541748,121429,121927,298392,373715,2435959,220368,2517252,458573,587490,671729,799460
0500000US48291,"Liberty County, Texas",66358,5257,5316,6313,6142,11526,10364,5255,5303,7064,3818,54394,7743,N,N,N,N,N,N,42995,50219,24992,25227,6305,805,2302,3198,4053,38261,5305,44903,8615,17630,14207,4451
0500000US48479,"Webb County, Texas",195021,19670,21805,19840,17753,34792,31342,14181,9635,14818,11185,187116,N,N,N,N,N,N,184660,N,149348,73276,76072,36975,6657,9581,20737,29251,117876,14012,127543,38267,28063,33869,27344
0500000US51095,"James City County, Virginia",62400,3862,3540,3689,3711,7608,9586,4962,5917,10940,8585,50144,N,N,N,N,N,N,N,48633,39013,18635,20378,5623,1214,622,3787,3320,35096,2831,35473,869,7783,8449,18372
0500000US51161,"Roanoke County, Virginia",77314,4346,4832,4674,6976,10892,12561,7124,6218,10884,8807,68598,N,N,N,N,N,N,N,67368,53277,25873,27404,N,N,N,N,N,N,N,48445,2074,11134,14974,20263
0500000US55059,"Kenosha County, Wisconsin",135858,10567,11056,11406,10013,20693,24525,13173,10756,14134,9535,117942,N,N,N,N,N,N,15197,106752,101622,50547,51075,16636,2998,2974,10664,12152,88135,10570,90566,8887,22488,35185,24006
0500000US06033,"Lake County, California",N,N,N,N,N,N,N,N,N,N,N,40446,N,N,N,N,N,N,N,38305,N,N,N,6776,983,1608,4185,5875,28970,4979,32286,5503,8718,12743,5322
0500000US06075,"San Francisco County, California",776750,27706,46479,102939,104840,139659,115224,48637,53138,76622,61506,361161,39889,N,273459,N,60515,37570,109684,321080,610916,320726,290190,63708,20681,9784,33243,55610,552707,35997,564437,39497,64045,96323,364572
0500000US08123,"Weld County, Colorado",240422,18287,19518,23306,24108,42688,38072,16632,19588,24051,14172,219077,N,N,N,N,6739,N,64001,165169,183912,93318,90594,35764,7648,8441,19675,16555,164330,18978,164394,18123,44882,55199,46190
0500000US12005,"Bay County, Florida",150290,9478,11737,12126,12051,23064,23291,13785,13831,18171,12756,123174,N,N,N,N,N,N,N,116798,109885,55036,54849,18723,4039,4277,10407,13334,95364,22380,98148,9062,32270,35249,21567
0500000US13015,"Bartow County, Georgia",84076,5984,7849,6374,6699,15042,13739,6391,7347,9592,5059,71050,N,N,N,N,N,N,N,66369,63441,30925,32516,12705,3529,3080,6096,7893,54787,6150,55592,7330,20742,17811,9709
0500000US20015,"Butler County, Kansas",51856,3792,4049,3888,3968,8300,8568,4321,4837,5607,4526,48453,N,N,N,N,N,N,N,46449,37931,19845,18086,8159,1592,1535,5032,2624,33060,2836,33882,1460,8506,13174,10742
0500000US20103,"Leavenworth County, Kansas",63585,4175,3695,4079,6066,12847,9656,5806,5096,7158,5007,53739,N,N,N,N,N,N,N,51093,47245,26718,20527,7654,1598,1492,4564,5859,36989,6613,43550,2516,13952,13551,13531
0500000US20161,"Riley County, Kansas",62424,6465,19088,7910,5040,6009,5093,2629,3155,4131,2904,52210,N,N,N,N,N,N,N,48628,48924,26633,22291,5777,1064,1153,3560,12353,31663,5233,29836,1791,4841,8564,14640
0500000US25015,"Hampshire County, Massachusetts",141027,17044,23508,8175,7593,14937,20126,11538,10138,17349,10619,123310,N,N,N,N,N,N,N,118487,96015,45128,50887,13001,3464,1301,8236,11019,74124,7836,72507,2926,15551,17621,36409
0500000US29031,"Cape Girardeau County, Missouri",62959,4267,8676,5241,4614,8260,9011,5039,4902,7054,5895,56115,N,N,N,N,N,N,N,55577,45743,22208,23535,7989,2204,843,4942,6653,37892,4921,37067,3050,10795,10430,12792
0500000US36001,"Albany County, New York",258349,21306,31561,20499,19894,34783,37943,19766,20281,30005,22311,198310,31162,N,17515,N,N,N,N,191270,184727,91140,93587,29246,7477,4808,16961,19435,159010,15236,153166,9476,33270,42528,67892
0500000US36029,"Erie County, New York",757371,50344,58010,68043,63480,102997,116781,67872,64628,91755,73461,602880,94783,N,25569,N,N,13924,36354,588640,541811,265897,275914,86396,19220,17507,49669,70469,461062,59864,483801,35270,113858,147547,187126
